item_id,item_name,combined_columns
415270,Star Crusade CCG,"Star Crusade CCG Casual ZiMAD, Inc.Star Crusade CCG chidvd Casual 2016 ZiMAD, Inc."
415350,Shooting Stars!,Shooting Stars! Action BloodironyShooting Stars! 76561198003056556 Action 2016 Bloodirony
415400,Cross Set,Cross Set Casual Cuveet StoryCross Set phrostb Casual 2015 Cuveet Story
415420,Nyan Cat: Lost In Space,Nyan Cat: Lost In Space Action isTom Games Kft.Nyan Cat: Lost In Space aquelecaraqfazaquilo Action 2015 isTom Games Kft.
415480,Hyperdevotion Noire: Goddess Black Heart,"Hyperdevotion Noire: Goddess Black Heart RPG Idea Factory,Compile Heart,StingHyperdevotion Noire: Goddess Black Heart 76561198019669521 RPG 2016 Idea Factory,Compile Heart,Sting"
415670,Highrise Heroes: Word Challenge,Highrise Heroes: Word Challenge Adventure Fallen Tree Games LtdHighrise Heroes: Word Challenge chidvd Adventure 2016 Fallen Tree Games Ltd
415740,OmniBus,"OmniBus Action Buddy Cops, LLCOmniBus TomThehTmoT Action 2016 Buddy Cops, LLC"
415830,Gnomes Garden,"Gnomes Garden Casual Workroom7,CreobitGnomes Garden chidvd Casual 2015 Workroom7,Creobit"
415840,Mystic Saga,Mystic Saga Adventure FIVE-BN GAMESMystic Saga chidvd Adventure 2016 FIVE-BN GAMES
415850,BAD END,BAD END Indie Arai Koh Create OfficeBAD END phrostb Indie 2015 Arai Koh Create Office
415860,Tactical Craft Online,Tactical Craft Online Free to Play Crematorium of TimeTactical Craft Online tarjla Free to Play 2016 Crematorium of Time
415880,Disc Jam,Disc Jam Action High Horse EntertainmentDisc Jam ii_voltage_ii Action 2017 High Horse Entertainment
415890,Crystal Picnic,Crystal Picnic Action NooskewlCrystal Picnic phrostb Action 2015 Nooskewl
415910,Gigachess,Gigachess Casual Gigatross GamesGigachess phrostb Casual 2015 Gigatross Games
415920,Voidspire Tactics,Voidspire Tactics Indie Rad CodexVoidspire Tactics piepai Indie 2015 Rad Codex
415950,Yohjo Simulator,Yohjo Simulator Action DEADFACTORYYohjo Simulator phrostb Action 2015 DEADFACTORY
415960,Energy Cycle,Energy Cycle Casual Sometimes YouEnergy Cycle chidvd Casual 2016 Sometimes You
415980,Quatro Luzes,Quatro Luzes Adventure Jardel EliasQuatro Luzes Steamified Adventure 2015 Jardel Elias
415990,Lightbender,"Lightbender Casual Math Nerd Productions, LLCLightbender phrostb Casual 2015 Math Nerd Productions, LLC"
41600,Earthworm Jim 3D,Earthworm Jim 3D Action VIS InteractiveEarthworm Jim 3D AMV72 Action 1999 VIS Interactive
416030,Your Quest,Your Quest Casual Oblivionburn ProductionsYour Quest chidvd Casual 2015 Oblivionburn Productions
416040,CLASH,CLASH Action Ultima GamesCLASH phrostb Action 2016 Ultima Games
416080,God Game : The Odyssey,God Game : The Odyssey Action Liquid Dragon StudiosGod Game : The Odyssey maplemage Action 2015 Liquid Dragon Studios
416110,Blitz Breaker,Blitz Breaker Action Boncho GamesBlitz Breaker phrostb Action 2016 Boncho Games
416120,InterSection,InterSection Indie Narayana WaltersInterSection Steamified Indie 2016 Narayana Walters
416130,Written in the Sky,Written in the Sky Action Unwonted StudiosWritten in the Sky EizanAratoFujimaki Action 2015 Unwonted Studios
416170,HotLead,HotLead Action Thrill Pill GamesHotLead diego9031 Action 2015 Thrill Pill Games
416200,Door To Door,Door To Door Adventure CD JonesDoor To Door chidvd Adventure 2016 CD Jones
416210,Block'hood,Block'hood Indie Plethora-Project LLCBlock'hood Fliqi Indie 2017 Plethora-Project LLC
416220,The Light Empire,The Light Empire Indie JemyThe Light Empire chidvd Indie 2015 Jemy
416240,Space Impossible,Space Impossible Action Happy PolygonSpace Impossible TsarFeck Action 2016 Happy Polygon
416260,The Lost Island,The Lost Island Adventure Finalspark GamestudiosThe Lost Island chidvd Adventure 2015 Finalspark Gamestudios
416290,Bleeding Border,Bleeding Border Action Curse Box StudiosBleeding Border chidvd Action 2015 Curse Box Studios
416310,Goblin Defenders: Steel‘n’ Wood,Goblin Defenders: Steel‘n’ Wood Adventure Alawar EntertainmentGoblin Defenders: Steel‘n’ Wood chidvd Adventure 2013 Alawar Entertainment
416320,Rescue Team 5,Rescue Team 5 Adventure RionixRescue Team 5 chidvd Adventure 2015 Rionix
416330,Revolt,Revolt Action Explosive LLCRevolt phrostb Action 2016 Explosive LLC
416350,MiniBikers,MiniBikers Indie Ivanovich GamesMiniBikers chidvd Indie 2015 Ivanovich Games
416360,Max's Big Bust - A Captain Nekorai Tale,Max's Big Bust - A Captain Nekorai Tale Adventure Lached Up GamesMax's Big Bust - A Captain Nekorai Tale AncientArtofDaiSuKi Adventure 2017 Lached Up Games
416370,Showing Tonight: Mindhunters Incident,Showing Tonight: Mindhunters Incident Adventure phime studio LLCShowing Tonight: Mindhunters Incident chidvd Adventure 2015 phime studio LLC
416380,The Hurricane of the Varstray -Collateral hazard-,The Hurricane of the Varstray -Collateral hazard- Action Studio SiestAThe Hurricane of the Varstray -Collateral hazard- DeEggMeister Action 2015 Studio SiestA
416390,Magnetron,Magnetron Action Jay-RunMagnetron phrostb Action 2015 Jay-Run
416450,Emporea,Emporea Free to Play Pixel FederationEmporea 76561198075322986 Free to Play 2016 Pixel Federation
416530,Tacopocalypse,Tacopocalypse Action Cherry Pie GamesTacopocalypse piepai Action 2017 Cherry Pie Games
416550,Rubber Ducky and the Rainbow Gun,Rubber Ducky and the Rainbow Gun Action John SzymanskiRubber Ducky and the Rainbow Gun chidvd Action 2015 John Szymanski
41660,Tommy Tronic,Tommy Tronic Action Oasis GamesTommy Tronic chidvd Action 2010 Oasis Games
416610,The Growth Journey,The Growth Journey Action CleverweekThe Growth Journey phrostb Action 2016 Cleverweek
416630,True Lover's Knot,True Lover's Knot Casual Sapphire Dragon ProductionsTrue Lover's Knot phrostb Casual 2015 Sapphire Dragon Productions
416640,Diabolical,Diabolical Indie Choice of GamesDiabolical 76561198030777156 Indie 2015 Choice of Games
416670,Gunslingers,Gunslingers Free to Play webgamesGunslingers chidvd Free to Play 2015 webgames
416720,Toro,Toro Action Recotechnology S.L.Toro chidvd Action 2016 Recotechnology S.L.
416760,Pay2Win: The Tricks Exposed,Pay2Win: The Tricks Exposed Adventure Best Gaem StudioPay2Win: The Tricks Exposed chidvd Adventure 2015 Best Gaem Studio
416770,SquareCells,SquareCells Casual Matthew BrownSquareCells phrostb Casual 2015 Matthew Brown
416790,The Metronomicon,The Metronomicon Action PuubaThe Metronomicon Steamified Action 2016 Puuba
41680,Death and the Fly,Death and the Fly Indie Independent Programmist GroupDeath and the Fly chidvd Indie 2011 Independent Programmist Group
416800,Cluck Yegger in Escape From The Planet of the Poultroid,Cluck Yegger in Escape From The Planet of the Poultroid Action Guys From Andromeda LLCCluck Yegger in Escape From The Planet of the Poultroid chidvd Action 2015 Guys From Andromeda LLC
416850,Astral Gun,Astral Gun Action Thomas Moon KangAstral Gun Torca2001 Action 2016 Thomas Moon Kang
41700,S.T.A.L.K.E.R.: Call of Pripyat,S.T.A.L.K.E.R.: Call of Pripyat Action GSC Game WorldS.T.A.L.K.E.R.: Call of Pripyat Xx-Woods Action 2010 GSC Game World
417060,UnSummoning: the Spectral Horde,UnSummoning: the Spectral Horde Action Roaming Ground StudioUnSummoning: the Spectral Horde chidvd Action 2015 Roaming Ground Studio
417110,Mayjasmine episode01 What is God? 五月茉莉,Mayjasmine episode01 What is God? 五月茉莉 Adventure Erotes studioMayjasmine episode01 What is God? 五月茉莉 lyskal Adventure 2015 Erotes studio
417290,Ghost of a Tale,Ghost of a Tale Action SeithCGGhost of a Tale mutatedwombat Action 2016 SeithCG
417350,Monkey King Saga,Monkey King Saga Action T-Rex GamesMonkey King Saga 76561198038335264 Action 2015 T-Rex Games
41740,Cargo! - The quest for gravity,Cargo! - The quest for gravity Action Ice-Pick LodgeCargo! - The quest for gravity mrpfresh Action 2011 Ice-Pick Lodge
417480,Marcus Level,Marcus Level Action 3DDUOMarcus Level phrostb Action 2016 3DDUO
417750,Left Alone,Left Alone Action Volumetric GamesLeft Alone omegachai Action 2016 Volumetric Games
417860,Emily is Away,Emily is Away Adventure Kyle SeeleyEmily is Away diego9031 Adventure 2015 Kyle Seeley
417880,Everybody's Gone to the Rapture,Everybody's Gone to the Rapture Adventure The Chinese RoomEverybody's Gone to the Rapture Wilfire77 Adventure 2016 The Chinese Room
417890,Apotheon Arena,Apotheon Arena Action AlientrapApotheon Arena MarbleShrine Action 2015 Alientrap
417900,"Upwards, Lonely Robot","Upwards, Lonely Robot Adventure Random LayersUpwards, Lonely Robot Steamified Adventure 2016 Random Layers"
417980,Planet Diver,Planet Diver Action FabrazPlanet Diver chidvd Action 2015 Fabraz
417990,Major\Minor,Major\Minor Adventure Tall Tail StudiosMajor\Minor GREENMAN41 Adventure 2016 Tall Tail Studios
41800,Gratuitous Space Battles,Gratuitous Space Battles Indie Positech GamesGratuitous Space Battles maplemage Indie 2009 Positech Games
418040,hocus,"hocus Casual Yunus Ayyildiz,Sho Ohhirahocus chidvd Casual 2015 Yunus Ayyildiz,Sho Ohhira"
418070,Turbo Pug,"Turbo Pug Casual Space Cat Studios,SnowFlame,Back To Basics GamingTurbo Pug jonasdbomb Casual 2015 Space Cat Studios,SnowFlame,Back To Basics Gaming"
418120,Cally's Caves 3,Cally's Caves 3 Action VDO GamesCally's Caves 3 76561198003056556 Action 2016 VDO Games
418160,Garden Rescue: Christmas Edition,Garden Rescue: Christmas Edition Casual Rainbow GamesGarden Rescue: Christmas Edition chidvd Casual 2015 Rainbow Games
418180,Tempest,Tempest Action Lion's ShadeTempest phrostb Action 2016 Lion's Shade
418190,Helen's Mysterious Castle,Helen's Mysterious Castle Casual SatsuHelen's Mysterious Castle phrostb Casual 2016 Satsu
418250,Polaris Sector,Polaris Sector Simulation SoftWarWarePolaris Sector zanven42 Simulation 2016 SoftWarWare
418280,Retaliation,"Retaliation Action Cameron Baxter,Billy Jazz Hills StickleyRetaliation chidvd Action 2015 Cameron Baxter,Billy Jazz Hills Stickley"
418300,Wick,Wick Action Hellbent GamesWick greenday990310 Action 2015 Hellbent Games
418310,Chronicles of a Dark Lord: Rhapsody Clash,Chronicles of a Dark Lord: Rhapsody Clash Casual Kisareth StudiosChronicles of a Dark Lord: Rhapsody Clash chidvd Casual 2015 Kisareth Studios
418340,RWBY: Grimm Eclipse,RWBY: Grimm Eclipse Action Rooster Teeth GamesRWBY: Grimm Eclipse xfluttersx Action 2016 Rooster Teeth Games
418360,Gurgamoth,Gurgamoth Action Galvanic GamesGurgamoth 750805 Action 2016 Galvanic Games
418430,Survive Me Miolhr,Survive Me Miolhr Action Miolhr SMSurvive Me Miolhr chidvd Action 2016 Miolhr SM
418580,Albert and Otto - Original Soundtrack,Albert and Otto - Original Soundtrack Indie Nikola KosticAlbert and Otto - Original Soundtrack chidvd Indie 2015 Nikola Kostic
418610,Swiftly,Swiftly Action CleverweekSwiftly chidvd Action 2016 Cleverweek
418620,The TakeOver,The TakeOver Action Pelikan13The TakeOver 76561198045884541 Action 2016 Pelikan13
418910,Idle Civilization,Idle Civilization Indie Very Simple Idea StudiosIdle Civilization 76561197992681922 Indie 2015 Very Simple Idea Studios
418960,Catorize,Catorize Action Anima LocusCatorize chidvd Action 2015 Anima Locus
41900,The Bard's Tale,The Bard's Tale Action inXile EntertainmentThe Bard's Tale 750805 Action 2005 inXile Entertainment
419000,RELIC ALONE,"RELIC ALONE Action NTT Plala Inc.,Roconilo ProjectRELIC ALONE chidvd Action 2015 NTT Plala Inc.,Roconilo Project"
419080,Bridge Constructor Stunts,Bridge Constructor Stunts Simulation ClockStoneBridge Constructor Stunts Infinitespeed Simulation 2016 ClockStone
419090,Vector Strain,Vector Strain Action OMNIDREAM CREATIONSVector Strain chidvd Action 2015 OMNIDREAM CREATIONS
419460,"That Dragon, Cancer","That Dragon, Cancer Adventure Numinous GamesThat Dragon, Cancer AriakWolf Adventure 2016 Numinous Games"
419480,Starpoint Gemini Warlords,Starpoint Gemini Warlords Action Little Green Men GamesStarpoint Gemini Warlords Steamified Action 2017 Little Green Men Games
419500,Red Game Without A Great Name,Red Game Without A Great Name Action iFun4all S.A.Red Game Without A Great Name Steamified Action 2015 iFun4all S.A.
419590,Tales from the Void,Tales from the Void Action PortaPlayTales from the Void chidvd Action 2016 PortaPlay
419810,House of Hell,House of Hell Adventure Tin Man GamesHouse of Hell ED13 Adventure 2016 Tin Man Games
420,Half-Life 2: Episode Two,Half-Life 2: Episode Two Action ValveHalf-Life 2: Episode Two maplemage Action 2007 Valve
42000,Trino,Trino Casual TrinoteamTrino thugnificent Casual 2011 Trinoteam
420000,Home Design 3D,Home Design 3D Simulation Anuman InteractiveHome Design 3D chidvd Simulation 2015 Anuman Interactive
420070,Kill The Plumber,"Kill The Plumber Action Keybol,Iskander AminovKill The Plumber chidvd Action 2015 Keybol,Iskander Aminov"
420100,CLANNAD Side Stories,CLANNAD Side Stories Casual VisualArts/KeyCLANNAD Side Stories GangrapeGoodnight Casual 2016 VisualArts/Key
420160,Alphabeats: Master Edition,Alphabeats: Master Edition Action Rad DragonAlphabeats: Master Edition phrostb Action 2016 Rad Dragon
420210,KRUM - Edge Of Darkness,KRUM - Edge Of Darkness Action HA Studio Ltd.KRUM - Edge Of Darkness chidvd Action 2015 HA Studio Ltd.
420270,Into the Void,Into the Void Adventure Mozg LabsInto the Void chidvd Adventure 2015 Mozg Labs
420440,Atlantic Fleet,Atlantic Fleet Simulation Killerfish GamesAtlantic Fleet 76561198022404680 Simulation 2016 Killerfish Games
420500,Rynn's Adventure: Trouble in the Enchanted Forest,Rynn's Adventure: Trouble in the Enchanted Forest Action Arcane Four StudiosRynn's Adventure: Trouble in the Enchanted Forest thugnificent Action 2016 Arcane Four Studios
420550,Super Arcade Football,Super Arcade Football Action OutOfTheBit LtdSuper Arcade Football phrostb Action 2016 OutOfTheBit Ltd
420570,Cubixx HD,Cubixx HD Action Laughing Jackal LTDCubixx HD Steamified Action 2016 Laughing Jackal LTD
420670,Elite vs. Freedom,Elite vs. Freedom Action AVEElite vs. Freedom thugnificent Action 2016 AVE
420740,The Deed,"The Deed Adventure Pilgrim Adventures,GrabTheGames StudiosThe Deed chidvd Adventure 2015 Pilgrim Adventures,GrabTheGames Studios"
420770,The Legend of Dark Witch,The Legend of Dark Witch Action INSIDE SYSTEMThe Legend of Dark Witch chidvd Action 2015 INSIDE SYSTEM
420790,StarBreak,StarBreak Action Crunchy GamesStarBreak ii_voltage_ii Action 2016 Crunchy Games
420850,Cosmic Leap,Cosmic Leap Action Michael HallCosmic Leap chidvd Action 2016 Michael Hall
420880,I must kill...: Fresh Meat,I must kill...: Fresh Meat Adventure Gaming Cats StudioI must kill...: Fresh Meat chidvd Adventure 2015 Gaming Cats Studio
420900,Mech Anarchy,Mech Anarchy Action Webber GamesMech Anarchy chidvd Action 2016 Webber Games
420910,Store Manager: Cellular Edition,Store Manager: Cellular Edition Indie Vue SimulationsStore Manager: Cellular Edition chidvd Indie 2017 Vue Simulations
420930,CHKN,CHKN Adventure KatapultCHKN thugnificent Adventure 2016 Katapult
420950,Time Tenshi,Time Tenshi Adventure Silver Cow StudioTime Tenshi ShotgunTheUnicorn Adventure 2015 Silver Cow Studio
420970,RoBoRumble,RoBoRumble Indie MetropolisRoBoRumble chidvd Indie 1998 Metropolis
421030,Catch Me,Catch Me Strategy ZuoBuLaiGameCatch Me piepai Strategy 2016 ZuoBuLaiGame
421040,Plantera,Plantera Casual VaragtPPlantera Infixation Casual 2016 VaragtP
421050,Deponia Doomsday,Deponia Doomsday Adventure Daedalic EntertainmentDeponia Doomsday iAlyxan Adventure 2016 Daedalic Entertainment
421060,Age of Steel: Recharge,Age of Steel: Recharge Action Quaint EmeraldAge of Steel: Recharge chidvd Action 2016 Quaint Emerald
421110,AWAKE,AWAKE Adventure DiiosAWAKE phrostb Adventure 2015 Diios
421120,Samorost 3,Samorost 3 Adventure Amanita DesignSamorost 3 76561198027084051 Adventure 2016 Amanita Design
421140,Blades of the Righteous,"Blades of the Righteous Casual Vladimir Slav,Coldwild GamesBlades of the Righteous chidvd Casual 2016 Vladimir Slav,Coldwild Games"
421180,Umbra: Shadow of Death,Umbra: Shadow of Death Action Colludium LtdUmbra: Shadow of Death chidvd Action 2015 Colludium Ltd
42120,Lead and Gold - Gangs of the Wild West,Lead and Gold - Gangs of the Wild West Action FatsharkLead and Gold - Gangs of the Wild West DJKamBer Action 2010 Fatshark
421260,Militia,Militia Strategy BrainGoodGamesMilitia chidvd Strategy 2015 BrainGoodGames
42140,Hamilton's Great Adventure,Hamilton's Great Adventure Adventure FatsharkHamilton's Great Adventure GGargula Adventure 2011 Fatshark
421600,Ray Gigant,Ray Gigant Adventure BANDAI NAMCO Entertainment Inc.Ray Gigant 76561198024531364 Adventure 2016 BANDAI NAMCO Entertainment Inc.
421630,A Study in Steampunk: Choice by Gaslight,A Study in Steampunk: Choice by Gaslight Indie Hosted GamesA Study in Steampunk: Choice by Gaslight blue76gaming Indie 2015 Hosted Games
421670,CUPID - A free to play Visual Novel,CUPID - A free to play Visual Novel Free to Play FerventCUPID - A free to play Visual Novel chidvd Free to Play 2016 Fervent
42170,Krater,Krater Action FatsharkKrater H1DD3NT3RR0R Action 2012 Fatshark
421740,Goetia,Goetia Adventure SusheeGoetia seek83 Adventure 2016 Sushee
421810,OH! RPG!,OH! RPG! Adventure RosePortal GamesOH! RPG! phrostb Adventure 2015 RosePortal Games
421880,Plastiland,"Plastiland Action FreshGem,Zillion WhalesPlastiland chidvd Action 2015 FreshGem,Zillion Whales"
421900,Shadowrun Chronicles: INFECTED Director's Cut,Shadowrun Chronicles: INFECTED Director's Cut Indie Cliffhanger ProductionsShadowrun Chronicles: INFECTED Director's Cut archy18 Indie 2015 Cliffhanger Productions
42200,Nancy Drew Dossier: Resorting to Danger!,Nancy Drew Dossier: Resorting to Danger! Hidden Object HeR InteractiveNancy Drew Dossier: Resorting to Danger! chidvd Hidden Object 2009 HeR Interactive
422020,Dark Days,Dark Days Action Brutal StudioDark Days DeEggMeister Action 2016 Brutal Studio
42210,Nancy Drew: Secrets can Kill,Nancy Drew: Secrets can Kill Adventure HeR InteractiveNancy Drew: Secrets can Kill chidvd Adventure 2010 HeR Interactive
422110,Wand Wars,Wand Wars Action Moonradish Inc.Wand Wars Aussiefella_69 Action 2016 Moonradish Inc.
422130,Comic Book Hero: The Greatest Cape,Comic Book Hero: The Greatest Cape RPG Grey Dog SoftwareComic Book Hero: The Greatest Cape phrostb RPG 2015 Grey Dog Software
42220,Nancy Drew: The Captive Curse,Nancy Drew: The Captive Curse Adventure HeR InteractiveNancy Drew: The Captive Curse chidvd Adventure 2011 HeR Interactive
422210,Rise of Keepers,Rise of Keepers Indie Samaritan StudiosRise of Keepers chidvd Indie 2015 Samaritan Studios
422250,ShipLord,ShipLord Action Just1337 StudioShipLord DJKamBer Action 2015 Just1337 Studio
422270,City Play,City Play Indie FrameLineNetworkCity Play phrostb Indie 2016 FrameLineNetwork
42230,Nancy Drew: Trail of the Twister,Nancy Drew: Trail of the Twister Adventure HeR InteractiveNancy Drew: Trail of the Twister chidvd Adventure 2010 HeR Interactive
422420,Godus Wars,Godus Wars Casual 22cansGodus Wars sad-commie Casual 2016 22cans
422650,Megamagic: Wizards of the Neon Age,Megamagic: Wizards of the Neon Age Action BeautiFun GamesMegamagic: Wizards of the Neon Age phrostb Action 2016 BeautiFun Games
422970,Devil Daggers,Devil Daggers Action SorathDevil Daggers Cosmonaut123456789 Action 2016 Sorath
422980,Super Robot Jump Jump,Super Robot Jump Jump Action Beyond Technical Inc.Super Robot Jump Jump phrostb Action 2016 Beyond Technical Inc.
4230,Race: The WTCC Game,Race: The WTCC Game Racing SimBinRace: The WTCC Game chidvd Racing 2006 SimBin
423120,Community College Hero: Trial by Fire,Community College Hero: Trial by Fire Indie Hosted GamesCommunity College Hero: Trial by Fire iVoltGaming Indie 2015 Hosted Games
423180,A.I. Space Corps,A.I. Space Corps Action GameArt Studio GmbHA.I. Space Corps chidvd Action 2016 GameArt Studio GmbH
423220,T-Kara Puzzles,T-Kara Puzzles Casual MexondT-Kara Puzzles phrostb Casual 2016 Mexond
423230,Furi,Furi Action The Game BakersFuri some_sorta_pie Action 2016 The Game Bakers
423270,ZHEROS,ZHEROS Action Rimlight StudiosZHEROS 750805 Action 2016 Rimlight Studios
423320,Pendragon Rising,Pendragon Rising Indie Choice of GamesPendragon Rising dontgetmemed Indie 2015 Choice of Games
423440,Choice of Kung Fu,Choice of Kung Fu Indie Choice of GamesChoice of Kung Fu 76561198030777156 Indie 2012 Choice of Games
423490,Air Missions: HIND,Air Missions: HIND Action 3DivisionAir Missions: HIND 76561198081848869 Action 2016 3Division
423550,Day D: Tower Rush,Day D: Tower Rush Casual CreobitDay D: Tower Rush phrostb Casual 2016 Creobit
423580,Project Highrise,Project Highrise Simulation SomaSimProject Highrise 76561197999426881 Simulation 2016 SomaSim
423610,Where's My Mommy?,Where's My Mommy? Action Exquisite GamesWhere's My Mommy? phrostb Action 2016 Exquisite Games
423700,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator! Casual Michael FlynnApocalypse Hotel - The Post-Apocalyptic Hotel Simulator! chidvd Casual 2016 Michael Flynn
423720,Color Chaos,Color Chaos Action Daniel RileyColor Chaos phrostb Action 2016 Daniel Riley
423740,Save Your Mother,Save Your Mother Action Tuomo LaineSave Your Mother SakifX9 Action 2015 Tuomo Laine
423750,Gardenarium,"Gardenarium Casual Paloma Dawkins,Kyler Kelly,Catherine DebardGardenarium chidvd Casual 2016 Paloma Dawkins,Kyler Kelly,Catherine Debard"
423760,Hit Tank PRO,Hit Tank PRO Action Bacq StellanHit Tank PRO chidvd Action 2015 Bacq Stellan
423770,Our Love Will Grow,Our Love Will Grow Adventure John WizardOur Love Will Grow chidvd Adventure 2015 John Wizard
423810,Marooners,Marooners Action M2HMarooners phrostb Action 2016 M2H
423880,Carpe Diem,Carpe Diem Casual EyziCarpe Diem Mastic Casual 2015 Eyzi
423900,Dinocide,Dinocide Action AtomicTorch StudioDinocide chidvd Action 2016 AtomicTorch Studio
424000,Project Pulsation,Project Pulsation Action VGstudioProject Pulsation chidvd Action 2015 VGstudio
424060,The Glow,The Glow RPG Brainwashing gamesThe Glow chidvd RPG 2015 Brainwashing games
424170,The fall of gods,The fall of gods Action GeexGamesThe fall of gods phrostb Action 2015 GeexGames
424210,SodaCity,SodaCity Action Tochas StudiosSodaCity chidvd Action 2015 Tochas Studios
424250,Balrum,Balrum Adventure Balcony TeamBalrum blue76gaming Adventure 2016 Balcony Team
424280,Iron Snout,Iron Snout Action SnoutUpIron Snout 76561198070565427 Action 2016 SnoutUp
424320,Anomaly 1729,"Anomaly 1729 Adventure Anvil Drop, LLCAnomaly 1729 phrostb Adventure 2015 Anvil Drop, LLC"
424370,Wolcen: Lords of Mayhem,Wolcen: Lords of Mayhem Action WOLCEN StudioWolcen: Lords of Mayhem 76561197994493402 Action 2016 WOLCEN Studio
424640,Karaski: What Goes Up...,Karaski: What Goes Up... Action Unbound CreationsKaraski: What Goes Up... phrostb Action 2016 Unbound Creations
424750,The BoX,The BoX Casual White Clover WorldsThe BoX DeEggMeister Casual 2015 White Clover Worlds
424760,Bladestar,"Bladestar Action Fair Weather Studios, LLCBladestar Steamified Action 2016 Fair Weather Studios, LLC"
424780,Imperia Online,Imperia Online Free to Play Imperia Online LTDImperia Online chidvd Free to Play 2016 Imperia Online LTD
424830,Bell Ringer,Bell Ringer Action Night Node SoftwareBell Ringer DJKamBer Action 2016 Night Node Software
424870,Threads of Destiny,Threads of Destiny Adventure Warfare StudiosThreads of Destiny phrostb Adventure 2015 Warfare Studios
42500,DogFighter,DogFighter Action Dark Water Studios LtdDogFighter maplemage Action 2010 Dark Water Studios Ltd
425040,ComixPlay #1: The Endless Incident,ComixPlay #1: The Endless Incident Adventure ComixPlayComixPlay #1: The Endless Incident Steamified Adventure 2016 ComixPlay
425070,Asteroids Minesweeper,Asteroids Minesweeper Casual Francois Braud (Volatile Dove)Asteroids Minesweeper phrostb Casual 2016 Francois Braud (Volatile Dove)
425150,Assassins vs Pirates,Assassins vs Pirates Action DEADBITAssassins vs Pirates idonothack Action 2016 DEADBIT
425160,Recursion Deluxe,"Recursion Deluxe Action 2D Heroes,Ursa GamesRecursion Deluxe chidvd Action 2016 2D Heroes,Ursa Games"
425210,Shadwen,Shadwen Action FrozenbyteShadwen SirexPower Action 2016 Frozenbyte
425220,ONE PIECE BURNING BLOOD,"ONE PIECE BURNING BLOOD Action Spike Chunsoft Co., Ltd.ONE PIECE BURNING BLOOD linksupersayan Action 2016 Spike Chunsoft Co., Ltd."
425230,Sword 'N' Board,Sword 'N' Board Action Stuffed Castle StudiosSword 'N' Board phrostb Action 2016 Stuffed Castle Studios
425310,Ghostbusters,Ghostbusters Action FireForge GamesGhostbusters proletar666 Action 2016 FireForge Games
425340,Space Moth DX,Space Moth DX Action 1CC GamesSpace Moth DX phrostb Action 2016 1CC Games
425410,Road to Ballhalla,Road to Ballhalla Action Torched HillRoad to Ballhalla Scorpion1903 Action 2016 Torched Hill
425580,The Room Two,The Room Two Adventure Fireproof GamesThe Room Two chidvd Adventure 2016 Fireproof Games
425670,Seraph,Seraph Action DreadbitSeraph NotRoyston Action 2016 Dreadbit
425860,Vector Assault,Vector Assault Action Wizbyte GamesVector Assault chidvd Action 2015 Wizbyte Games
425870,Gyrodisc Super League,Gyrodisc Super League Action Valiant InteractiveGyrodisc Super League Steamified Action 2016 Valiant Interactive
425900,Adventure Lamp,Adventure Lamp Indie Ryan DavisAdventure Lamp Aussiefella_69 Indie 2016 Ryan Davis
426000,HunieCam Studio,HunieCam Studio Indie HuniePotHunieCam Studio xfluttersx Indie 2016 HuniePot
426010,Womb Room,Womb Room Simulation Bearded EyeWomb Room chidvd Simulation 2016 Bearded Eye
426040,Goodnight Butcher,Goodnight Butcher Indie Perfect Square StudiosGoodnight Butcher chidvd Indie 2015 Perfect Square Studios
426170,Defragmented,Defragmented Action Glass Knuckle GamesDefragmented Steamified Action 2016 Glass Knuckle Games
426330,MetaHuman Inc.,MetaHuman Inc. Indie Choice of GamesMetaHuman Inc. fil96 Indie 2015 Choice of Games
426630,Bubsy Two-Fur,Bubsy Two-Fur Action AccoladeBubsy Two-Fur chidvd Action 1993 Accolade
426690,Narcissu 10th Anniversary Anthology Project,Narcissu 10th Anniversary Anthology Project Casual stage-nanaNarcissu 10th Anniversary Anthology Project phrostb Casual 2016 stage-nana
42670,Singularity,Singularity Action Raven SoftwareSingularity AMV72 Action 2010 Raven Software
426790,Grow Up,"Grow Up Adventure Reflections, a Ubisoft StudioGrow Up 76561198075983645 Adventure 2016 Reflections, a Ubisoft Studio"
426930,Moonshot,Moonshot Action Pump Action GamesMoonshot Steamified Action 2015 Pump Action Games
42700,Call of Duty: Black Ops,Call of Duty: Black Ops Action TreyarchCall of Duty: Black Ops 76561198030567998 Action 2010 Treyarch
427030,軒轅劍外傳穹之扉(The Gate of Firmament),軒轅劍外傳穹之扉(The Gate of Firmament) RPG DOMO Studio軒轅劍外傳穹之扉(The Gate of Firmament) 76561198132960300 RPG 2016 DOMO Studio
427100,Fernbus Simulator,Fernbus Simulator Simulation TML-StudiosFernbus Simulator 76561198075565282 Simulation 2016 TML-Studios
427190,Dead Rising,Dead Rising Action CapcomDead Rising 76561198308665434 Action 2016 Capcom
427250,8-Bit Armies,8-Bit Armies Indie Petroglyph8-Bit Armies DareTheSeal Indie 2016 Petroglyph
