user_id,user_url,funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
TheAmityPrincess,http://steamcommunity.com/id/TheAmityPrincess,2 people found this review funny,"Posted June 8, 2014.",,265630,3 of 3 people (100%) found this review helpful,True,0
TheAmityPrincess,http://steamcommunity.com/id/TheAmityPrincess,1 person found this review funny,"Posted August 23, 2014.",,270170,4 of 9 people (44%) found this review helpful,True,1
TheAmityPrincess,http://steamcommunity.com/id/TheAmityPrincess,3 people found this review funny,"Posted December 24, 2014.",,107410,1 of 6 people (17%) found this review helpful,False,1
TheAmityPrincess,http://steamcommunity.com/id/TheAmityPrincess,1 person found this review funny,"Posted January 16, 2015.",,730,No ratings yet,True,0
76561198042063898,http://steamcommunity.com/profiles/76561198042063898,1 person found this review funny,"Posted July 30, 2015.",,388090,4 of 15 people (27%) found this review helpful,False,0
Beddington,http://steamcommunity.com/id/Beddington,3 people found this review funny,"Posted April 1, 2015.",,204030,4 of 4 people (100%) found this review helpful,True,2
gooseisthegreatest,http://steamcommunity.com/id/gooseisthegreatest,1 person found this review funny,"Posted September 28, 2014.",,221040,0 of 3 people (0%) found this review helpful,True,1
theprofitbird,http://steamcommunity.com/id/theprofitbird,1 person found this review funny,"Posted October 6, 2015.",,218620,No ratings yet,True,1
proletar666,http://steamcommunity.com/id/proletar666,1 person found this review funny,"Posted December 7, 2014.",,330840,81 of 123 people (66%) found this review helpful,True,1
proletar666,http://steamcommunity.com/id/proletar666,2 people found this review funny,"Posted March 21, 2015.",,330830,2 of 2 people (100%) found this review helpful,True,0
proletar666,http://steamcommunity.com/id/proletar666,1 person found this review funny,"Posted November 29, 2014.",,237850,7 of 13 people (54%) found this review helpful,True,1
littlebeautifulbubu,http://steamcommunity.com/id/littlebeautifulbubu,1 person found this review funny,"Posted November 18, 2015.",,330840,3 of 4 people (75%) found this review helpful,True,0
rofldogsz,http://steamcommunity.com/id/rofldogsz,1 person found this review funny,"Posted October 6, 2015.",,210770,No ratings yet,True,1
donkeyinyourface,http://steamcommunity.com/id/donkeyinyourface,1 person found this review funny,Posted February 26.,,322500,0 of 1 people (0%) found this review helpful,True,2
PuppyxKitten,http://steamcommunity.com/id/PuppyxKitten,7 people found this review funny,Posted May 15.,Last edited May 15.,262060,3 of 13 people (23%) found this review helpful,True,1
pikabare,http://steamcommunity.com/id/pikabare,1 person found this review funny,Posted June 26.,,252950,0 of 1 people (0%) found this review helpful,True,2
hortiiculture,http://steamcommunity.com/id/hortiiculture,2 people found this review funny,Posted May 12.,,413150,2 of 2 people (100%) found this review helpful,True,1
JPONG1010,http://steamcommunity.com/id/JPONG1010,1 person found this review funny,"Posted January 24, 2015.",,218620,No ratings yet,True,1
76561198047659670,http://steamcommunity.com/profiles/76561198047659670,1 person found this review funny,Posted January 29.,,391220,3 of 3 people (100%) found this review helpful,True,1
rezubian,http://steamcommunity.com/id/rezubian,3 people found this review funny,"Posted December 3, 2015.",,235580,7 of 14 people (50%) found this review helpful,True,2
76561198026516913,http://steamcommunity.com/profiles/76561198026516913,1 person found this review funny,"Posted February 11, 2015.",,221100,2 of 4 people (50%) found this review helpful,True,2
iisputin,http://steamcommunity.com/id/iisputin,1 person found this review funny,"Posted March 11, 2015.",,227940,2 of 5 people (40%) found this review helpful,True,2
harharinfigar,http://steamcommunity.com/id/harharinfigar,5 people found this review funny,"Posted March 6, 2015.",,214190,45 of 58 people (78%) found this review helpful,True,1
MarsupialesLocos,http://steamcommunity.com/id/MarsupialesLocos,1 person found this review funny,"Posted June 8, 2015.",,304930,1 of 2 people (50%) found this review helpful,True,1
pyrodeus,http://steamcommunity.com/id/pyrodeus,1 person found this review funny,"Posted April 12, 2014.",,49520,2 of 3 people (67%) found this review helpful,True,1
Qi_Bishop,http://steamcommunity.com/id/Qi_Bishop,4 people found this review funny,"Posted March 1, 2015.",,342480,17 of 31 people (55%) found this review helpful,True,1
Qi_Bishop,http://steamcommunity.com/id/Qi_Bishop,1 person found this review funny,"Posted May 7, 2015.",,240,1 of 1 people (100%) found this review helpful,True,1
YouCannotDefeatTheQuack,http://steamcommunity.com/id/YouCannotDefeatTheQuack,3 people found this review funny,Posted March 4.,,730,3 of 3 people (100%) found this review helpful,True,0
chumdog,http://steamcommunity.com/id/chumdog,1 person found this review funny,"Posted February 24, 2015.",,252490,No ratings yet,True,1
qwazyoxyphi,http://steamcommunity.com/id/qwazyoxyphi,425 people found this review funny,Posted July 8.,,346110,268 of 412 people (65%) found this review helpful,True,1
76561198067960387,http://steamcommunity.com/profiles/76561198067960387,21 people found this review funny,"Posted March 26, 2015.",,236850,41 of 41 people (100%) found this review helpful,True,1
oailuc,http://steamcommunity.com/id/oailuc,1 person found this review funny,"Posted December 27, 2011.",,440,1 of 2 people (50%) found this review helpful,True,0
76561198093839799,http://steamcommunity.com/profiles/76561198093839799,2 people found this review funny,Posted May 31.,,70000,4 of 7 people (57%) found this review helpful,True,2
76561198100811093,http://steamcommunity.com/profiles/76561198100811093,1 person found this review funny,"Posted September 28, 2014.","Last edited September 28, 2014.",211820,2 of 5 people (40%) found this review helpful,True,2
76561198100811093,http://steamcommunity.com/profiles/76561198100811093,1 person found this review funny,"Posted December 23, 2014.",,239030,0 of 1 people (0%) found this review helpful,True,1
pippipcheeriommmbangersandmash,http://steamcommunity.com/id/pippipcheeriommmbangersandmash,1 person found this review funny,"Posted April 9, 2015.","Last edited April 9, 2015.",4500,4 of 5 people (80%) found this review helpful,True,1
pippipcheeriommmbangersandmash,http://steamcommunity.com/id/pippipcheeriommmbangersandmash,5 people found this review funny,"Posted March 6, 2015.",,302830,5 of 8 people (63%) found this review helpful,False,2
DeathMage11,http://steamcommunity.com/id/DeathMage11,1 person found this review funny,"Posted December 28, 2015.",,400,No ratings yet,True,2
76561198054162412,http://steamcommunity.com/profiles/76561198054162412,2 people found this review funny,Posted September 2.,Last edited September 10.,8870,1 of 12 people (8%) found this review helpful,False,1
76561198078840415,http://steamcommunity.com/profiles/76561198078840415,2 people found this review funny,"Posted July 8, 2015.",,730,2 of 2 people (100%) found this review helpful,True,1
76561198078840415,http://steamcommunity.com/profiles/76561198078840415,2 people found this review funny,"Posted September 15, 2015.",,570,2 of 4 people (50%) found this review helpful,True,2
76561198093768306,http://steamcommunity.com/profiles/76561198093768306,3 people found this review funny,"Posted August 6, 2015.",,349580,7 of 17 people (41%) found this review helpful,False,2
76561198093768306,http://steamcommunity.com/profiles/76561198093768306,2 people found this review funny,Posted August 25.,Last edited August 25.,419460,9 of 41 people (22%) found this review helpful,False,0
Smithies,http://steamcommunity.com/id/Smithies,1 person found this review funny,Posted July 11.,,440,2 of 2 people (100%) found this review helpful,False,0
Smithies,http://steamcommunity.com/id/Smithies,1 person found this review funny,Posted March 24.,,8930,No ratings yet,True,1
76561198054183421,http://steamcommunity.com/profiles/76561198054183421,1 person found this review funny,"Posted May 31, 2015.",,570,1 of 3 people (33%) found this review helpful,True,1
76561198147922014,http://steamcommunity.com/profiles/76561198147922014,1 person found this review funny,Posted February 8.,,346110,1 of 4 people (25%) found this review helpful,False,0
RaiseEm,http://steamcommunity.com/id/RaiseEm,1 person found this review funny,"Posted October 21, 2015.",,375510,8 of 15 people (53%) found this review helpful,True,2
76561198055317606,http://steamcommunity.com/profiles/76561198055317606,2 people found this review funny,"Posted February 10, 2015.",,440,2 of 2 people (100%) found this review helpful,True,2
RangaJesus,http://steamcommunity.com/id/RangaJesus,1 person found this review funny,Posted January 12.,,359550,1 of 2 people (50%) found this review helpful,True,0
speddoman,http://steamcommunity.com/id/speddoman,36 people found this review funny,"Posted May 15, 2015.",,344760,25 of 48 people (52%) found this review helpful,True,1
speddoman,http://steamcommunity.com/id/speddoman,1 person found this review funny,"Posted November 15, 2015.","Last edited November 15, 2015.",390670,2 of 7 people (29%) found this review helpful,False,1
UndertaleRaptor,http://steamcommunity.com/id/UndertaleRaptor,1 person found this review funny,Posted January 1.,,301520,0 of 1 people (0%) found this review helpful,True,1
Resistian,http://steamcommunity.com/id/Resistian,4 people found this review funny,"Posted July 23, 2015.",,388080,34 of 55 people (62%) found this review helpful,True,2
FenIsLove,http://steamcommunity.com/id/FenIsLove,26 people found this review funny,"Posted March 11, 2015.",,274170,17 of 26 people (65%) found this review helpful,True,1
63718432421321321312,http://steamcommunity.com/id/63718432421321321312,1 person found this review funny,"Posted June 22, 2015.",,275700,1 of 27 people (4%) found this review helpful,False,2
ravichop89,http://steamcommunity.com/id/ravichop89,1 person found this review funny,Posted April 16.,,730,No ratings yet,False,0
5678LetMeCyaBootyShake,http://steamcommunity.com/id/5678LetMeCyaBootyShake,1 person found this review funny,"Posted November 22, 2015.",,391540,1 of 2 people (50%) found this review helpful,True,1
5678LetMeCyaBootyShake,http://steamcommunity.com/id/5678LetMeCyaBootyShake,1 person found this review funny,Posted July 20.,,304930,No ratings yet,False,2
76561198035531441,http://steamcommunity.com/profiles/76561198035531441,2 people found this review funny,"Posted December 29, 2014.","Last edited May 28, 2015.",235800,38 of 47 people (81%) found this review helpful,True,1
Reagan3211,http://steamcommunity.com/id/Reagan3211,1 person found this review funny,"Posted November 3, 2014.","Last edited November 28, 2014.",570,1 of 1 people (100%) found this review helpful,True,1
realize2,http://steamcommunity.com/id/realize2,1 person found this review funny,"Posted December 27, 2015.",,236390,No ratings yet,True,1
realize2,http://steamcommunity.com/id/realize2,1 person found this review funny,"Posted December 27, 2015.",,395520,No ratings yet,True,2
reaping_rob,http://steamcommunity.com/id/reaping_rob,1 person found this review funny,"Posted June 20, 2014.",,204880,1 of 1 people (100%) found this review helpful,True,2
homeboy61911,http://steamcommunity.com/id/homeboy61911,1 person found this review funny,"Posted December 29, 2013.",,570,2 of 3 people (67%) found this review helpful,True,2
cryingwolfie,http://steamcommunity.com/id/cryingwolfie,1 person found this review funny,Posted August 23.,,337000,11 of 24 people (46%) found this review helpful,False,1
redial123,http://steamcommunity.com/id/redial123,2 people found this review funny,"Posted June 17, 2015.",,359320,3 of 12 people (25%) found this review helpful,False,0
76561197999483873,http://steamcommunity.com/profiles/76561197999483873,2 people found this review funny,"Posted August 10, 2015.",,381560,13 of 20 people (65%) found this review helpful,False,2
76561197999483873,http://steamcommunity.com/profiles/76561197999483873,1 person found this review funny,"Posted October 6, 2015.",,406080,8 of 13 people (62%) found this review helpful,False,2
KUYCAT,http://steamcommunity.com/id/KUYCAT,1 person found this review funny,"Posted December 20, 2015.",,1840,2 of 2 people (100%) found this review helpful,True,1
76561198045852299,http://steamcommunity.com/profiles/76561198045852299,1 person found this review funny,"Posted December 15, 2015.",,38410,No ratings yet,True,2
ThatTTMRGuy,http://steamcommunity.com/id/ThatTTMRGuy,52 people found this review funny,Posted May 24.,Last edited May 24.,367340,102 of 116 people (88%) found this review helpful,False,0
ThatTTMRGuy,http://steamcommunity.com/id/ThatTTMRGuy,2 people found this review funny,Posted February 16.,,383870,4 of 9 people (44%) found this review helpful,False,2
ArendThomas,http://steamcommunity.com/id/ArendThomas,1 person found this review funny,"Posted June 5, 2015.",,252490,No ratings yet,True,1
stonepac,http://steamcommunity.com/id/stonepac,1 person found this review funny,Posted July 8.,,220,No ratings yet,True,0
ILikeMintIceCream,http://steamcommunity.com/id/ILikeMintIceCream,39 people found this review funny,"Posted March 7, 2015.","Last edited March 7, 2015.",348090,26 of 36 people (72%) found this review helpful,True,2
ILikeMintIceCream,http://steamcommunity.com/id/ILikeMintIceCream,1 person found this review funny,"Posted February 22, 2015.","Last edited March 10, 2015.",218620,2 of 2 people (100%) found this review helpful,True,1
76561198066536188,http://steamcommunity.com/profiles/76561198066536188,1 person found this review funny,"Posted January 24, 2014.",,244870,1 of 2 people (50%) found this review helpful,True,2
76561198092847310,http://steamcommunity.com/profiles/76561198092847310,2 people found this review funny,"Posted January 23, 2015.",,203160,1 of 2 people (50%) found this review helpful,True,0
Remo191,http://steamcommunity.com/id/Remo191,1 person found this review funny,"Posted April 9, 2015.",,332350,10 of 38 people (26%) found this review helpful,True,2
renegade_sock,http://steamcommunity.com/id/renegade_sock,5 people found this review funny,"Posted September 29, 2015.",,321960,101 of 299 people (34%) found this review helpful,False,0
76561198065899297,http://steamcommunity.com/profiles/76561198065899297,1 person found this review funny,"Posted November 10, 2015.",,404410,3 of 18 people (17%) found this review helpful,False,2
76561198065899297,http://steamcommunity.com/profiles/76561198065899297,6 people found this review funny,"Posted June 5, 2015.",,365900,8 of 46 people (17%) found this review helpful,False,1
76561198115281134,http://steamcommunity.com/profiles/76561198115281134,1 person found this review funny,Posted July 10.,,218620,1 of 1 people (100%) found this review helpful,True,1
epic_taco,http://steamcommunity.com/id/epic_taco,3 people found this review funny,Posted April 14.,Last edited April 14.,431500,7 of 12 people (58%) found this review helpful,False,0
epic_taco,http://steamcommunity.com/id/epic_taco,2 people found this review funny,"Posted December 15, 2015.",Last edited April 15.,378370,8 of 14 people (57%) found this review helpful,True,2
epic_taco,http://steamcommunity.com/id/epic_taco,1 person found this review funny,Posted March 6.,,570,1 of 1 people (100%) found this review helpful,True,1
epic_taco,http://steamcommunity.com/id/epic_taco,1 person found this review funny,Posted February 6.,,244590,1 of 1 people (100%) found this review helpful,True,0
epic_taco,http://steamcommunity.com/id/epic_taco,1 person found this review funny,"Posted October 3, 2015.",Last edited March 14.,248570,1 of 1 people (100%) found this review helpful,True,0
epic_taco,http://steamcommunity.com/id/epic_taco,1 person found this review funny,"Posted August 25, 2015.",Last edited March 9.,105600,1 of 1 people (100%) found this review helpful,True,1
epic_taco,http://steamcommunity.com/id/epic_taco,2 people found this review funny,Posted April 14.,,270450,3 of 5 people (60%) found this review helpful,True,2
epic_taco,http://steamcommunity.com/id/epic_taco,3 people found this review funny,Posted March 23.,,218620,3 of 5 people (60%) found this review helpful,True,2
76561198045900106,http://steamcommunity.com/profiles/76561198045900106,1 person found this review funny,Posted February 3.,,396900,No ratings yet,True,1
iclickcircles,http://steamcommunity.com/id/iclickcircles,68 people found this review funny,"Posted July 3, 2015.",,369580,36 of 95 people (38%) found this review helpful,False,1
kendrayosa,http://steamcommunity.com/id/kendrayosa,2 people found this review funny,Posted January 6.,,292030,1 of 1 people (100%) found this review helpful,True,1
kendrayosa,http://steamcommunity.com/id/kendrayosa,1 person found this review funny,Posted May 14.,,365590,5 of 9 people (56%) found this review helpful,False,0
kendrayosa,http://steamcommunity.com/id/kendrayosa,1 person found this review funny,Posted January 22.,,287700,1 of 2 people (50%) found this review helpful,True,1
rezerno,http://steamcommunity.com/id/rezerno,1 person found this review funny,Posted May 28.,,355880,8 of 9 people (89%) found this review helpful,True,0
rezerno,http://steamcommunity.com/id/rezerno,3 people found this review funny,Posted June 12.,,378648,No ratings yet,True,0
rezerno,http://steamcommunity.com/id/rezerno,1 person found this review funny,Posted January 10.,,292030,No ratings yet,True,1
76561198095512109,http://steamcommunity.com/profiles/76561198095512109,1 person found this review funny,"Posted November 14, 2015.",,371420,2 of 4 people (50%) found this review helpful,True,2
76561198095512109,http://steamcommunity.com/profiles/76561198095512109,1 person found this review funny,"Posted July 13, 2014.",,220,1 of 35 people (3%) found this review helpful,False,0
SlapstickGhost,http://steamcommunity.com/id/SlapstickGhost,2 people found this review funny,"Posted September 27, 2015.",,300,4 of 7 people (57%) found this review helpful,True,1
MrStealYourSandwich,http://steamcommunity.com/id/MrStealYourSandwich,2 people found this review funny,"Posted October 26, 2015.",,375510,6 of 10 people (60%) found this review helpful,True,0
Dead_Ninja00,http://steamcommunity.com/id/Dead_Ninja00,1 person found this review funny,"Posted August 5, 2014.",,206420,10 of 21 people (48%) found this review helpful,False,0
Dead_Ninja00,http://steamcommunity.com/id/Dead_Ninja00,4 people found this review funny,Posted May 23.,,232090,3 of 18 people (17%) found this review helpful,True,1
76561198050183758,http://steamcommunity.com/profiles/76561198050183758,1 person found this review funny,Posted July 20.,,730,0 of 1 people (0%) found this review helpful,True,1
DopeyDragonFTW,http://steamcommunity.com/id/DopeyDragonFTW,118 people found this review funny,"Posted September 4, 2014.",,266430,636 of 774 people (82%) found this review helpful,True,1
SIGNVICH,http://steamcommunity.com/id/SIGNVICH,491 people found this review funny,"Posted October 24, 2014.",,620,757 of 828 people (91%) found this review helpful,True,2
76561198101945718,http://steamcommunity.com/profiles/76561198101945718,1 person found this review funny,Posted February 1.,,72850,1 of 2 people (50%) found this review helpful,True,2
76561198083477261,http://steamcommunity.com/profiles/76561198083477261,1 person found this review funny,"Posted December 29, 2014.",,238960,0 of 2 people (0%) found this review helpful,True,1
76561198134580826,http://steamcommunity.com/profiles/76561198134580826,1 person found this review funny,Posted July 22.,,10,No ratings yet,True,2
76561198128303302,http://steamcommunity.com/profiles/76561198128303302,1 person found this review funny,"Posted October 31, 2015.",,31280,No ratings yet,True,2
spicydoggomemes,http://steamcommunity.com/id/spicydoggomemes,1 person found this review funny,"Posted November 3, 2014.","Last edited November 17, 2014.",9480,5 of 7 people (71%) found this review helpful,True,1
76561198017609172,http://steamcommunity.com/profiles/76561198017609172,1 person found this review funny,Posted February 20.,,420110,1 of 2 people (50%) found this review helpful,True,2
Ronald_D_D,http://steamcommunity.com/id/Ronald_D_D,22 people found this review funny,"Posted October 12, 2015.",,1840,35 of 37 people (95%) found this review helpful,True,2
Ronald_D_D,http://steamcommunity.com/id/Ronald_D_D,4 people found this review funny,"Posted April 15, 2015.",,271590,8 of 11 people (73%) found this review helpful,True,1
Ronald_D_D,http://steamcommunity.com/id/Ronald_D_D,1 person found this review funny,"Posted August 17, 2012.",,440,3 of 3 people (100%) found this review helpful,True,2
Ronald_D_D,http://steamcommunity.com/id/Ronald_D_D,3 people found this review funny,"Posted October 12, 2015.",,219640,11 of 19 people (58%) found this review helpful,False,1
Ronald_D_D,http://steamcommunity.com/id/Ronald_D_D,3 people found this review funny,Posted February 28.,,322500,3 of 7 people (43%) found this review helpful,True,2
76561198065221930,http://steamcommunity.com/profiles/76561198065221930,1 person found this review funny,"Posted October 11, 2015.",,403520,9 of 12 people (75%) found this review helpful,True,1
fuckoffandstopsharingmyprofile,http://steamcommunity.com/id/fuckoffandstopsharingmyprofile,2 people found this review funny,Posted March 20.,,34900,1 of 1 people (100%) found this review helpful,True,1
fuckoffandstopsharingmyprofile,http://steamcommunity.com/id/fuckoffandstopsharingmyprofile,1 person found this review funny,"Posted November 28, 2015.",Last edited March 14.,214490,1 of 2 people (50%) found this review helpful,True,2
Rororowyourboat,http://steamcommunity.com/id/Rororowyourboat,1 person found this review funny,"Posted December 17, 2013.",,440,2 of 3 people (67%) found this review helpful,True,2
NotRoyston,http://steamcommunity.com/id/NotRoyston,7 people found this review funny,"Posted October 12, 2015.",,322330,7 of 10 people (70%) found this review helpful,True,1
NotRoyston,http://steamcommunity.com/id/NotRoyston,1 person found this review funny,"Posted November 3, 2015.",,730,2 of 3 people (67%) found this review helpful,True,2
Zindrey,http://steamcommunity.com/id/Zindrey,1 person found this review funny,"Posted March 30, 2015.",,49520,2 of 2 people (100%) found this review helpful,True,2
sgtlukiebear,http://steamcommunity.com/id/sgtlukiebear,2 people found this review funny,"Posted December 29, 2014.",,730,2 of 3 people (67%) found this review helpful,True,2
55432147,http://steamcommunity.com/id/55432147,1 person found this review funny,Posted March 18.,,407530,1 of 3 people (33%) found this review helpful,False,1
Runeraider,http://steamcommunity.com/id/Runeraider,66 people found this review funny,"Posted November 30, 2014.",,3470,61 of 70 people (87%) found this review helpful,True,2
Runeraider,http://steamcommunity.com/id/Runeraider,1 person found this review funny,Posted February 18.,,368900,No ratings yet,False,2
00True,http://steamcommunity.com/id/00True,1 person found this review funny,"Posted August 2, 2014.",,730,No ratings yet,True,1
76561198060457375,http://steamcommunity.com/profiles/76561198060457375,1 person found this review funny,"Posted March 16, 2015.",,730,3 of 3 people (100%) found this review helpful,True,1
76561198094077205,http://steamcommunity.com/profiles/76561198094077205,1 person found this review funny,"Posted April 15, 2014.",,440,1 of 1 people (100%) found this review helpful,True,2
Myth3,http://steamcommunity.com/id/Myth3,1 person found this review funny,"Posted June 29, 2015.",,333930,1 of 3 people (33%) found this review helpful,False,2
76561198149605252,http://steamcommunity.com/profiles/76561198149605252,1 person found this review funny,Posted April 4.,,730,2 of 2 people (100%) found this review helpful,True,1
334756875,http://steamcommunity.com/id/334756875,1 person found this review funny,"Posted August 30, 2014.",,298630,2 of 2 people (100%) found this review helpful,True,1
harvenator02,http://steamcommunity.com/id/harvenator02,3 people found this review funny,"Posted April 9, 2015.",,322920,16 of 22 people (73%) found this review helpful,True,1
76561198139439978,http://steamcommunity.com/profiles/76561198139439978,1 person found this review funny,Posted May 1.,,420650,11 of 12 people (92%) found this review helpful,False,1
76561198139439978,http://steamcommunity.com/profiles/76561198139439978,1 person found this review funny,Posted June 15.,,301520,10 of 13 people (77%) found this review helpful,False,1
76561198139439978,http://steamcommunity.com/profiles/76561198139439978,1 person found this review funny,"Posted April 16, 2015.",,346010,No ratings yet,True,0
76561198134830941,http://steamcommunity.com/profiles/76561198134830941,1 person found this review funny,Posted May 3.,,216150,0 of 1 people (0%) found this review helpful,True,0
76561198070084968,http://steamcommunity.com/profiles/76561198070084968,2 people found this review funny,Posted June 15.,,271590,0 of 1 people (0%) found this review helpful,True,1
76561198070084968,http://steamcommunity.com/profiles/76561198070084968,2 people found this review funny,"Posted July 23, 2015.",,333930,No ratings yet,True,1
Ryukaiii,http://steamcommunity.com/id/Ryukaiii,1 person found this review funny,"Posted October 15, 2015.",,384150,1 of 1 people (100%) found this review helpful,True,1
Ryukaiii,http://steamcommunity.com/id/Ryukaiii,1 person found this review funny,"Posted February 16, 2015.",,39150,1 of 1 people (100%) found this review helpful,True,2
Ryukaiii,http://steamcommunity.com/id/Ryukaiii,1 person found this review funny,"Posted March 22, 2015.",,730,1 of 2 people (50%) found this review helpful,True,0
Ryukaiii,http://steamcommunity.com/id/Ryukaiii,1 person found this review funny,"Posted July 5, 2014.",,239220,1 of 2 people (50%) found this review helpful,False,0
Ryukaiii,http://steamcommunity.com/id/Ryukaiii,1 person found this review funny,"Posted May 18, 2014.",,265630,1 of 2 people (50%) found this review helpful,True,2
Ryukaiii,http://steamcommunity.com/id/Ryukaiii,3 people found this review funny,Posted March 9.,,413150,0 of 1 people (0%) found this review helpful,True,1
Ryulightorb,http://steamcommunity.com/id/Ryulightorb,2 people found this review funny,"Posted November 10, 2015.",,377160,2 of 6 people (33%) found this review helpful,True,2
76561198073837578,http://steamcommunity.com/profiles/76561198073837578,2 people found this review funny,Posted July 23.,,211820,2 of 8 people (25%) found this review helpful,True,0
SupremeHIVE,http://steamcommunity.com/id/SupremeHIVE,6 people found this review funny,"Posted January 20, 2015.",,222900,4 of 8 people (50%) found this review helpful,True,2
akavirikatana,http://steamcommunity.com/id/akavirikatana,7 people found this review funny,"Posted September 12, 2014.",,270170,19 of 40 people (48%) found this review helpful,True,1
akavirikatana,http://steamcommunity.com/id/akavirikatana,1 person found this review funny,"Posted April 15, 2015.",,344760,0 of 3 people (0%) found this review helpful,True,1
76561198081604689,http://steamcommunity.com/profiles/76561198081604689,181 people found this review funny,"Posted March 23, 2015.",,244770,120 of 135 people (89%) found this review helpful,True,2
76561198044023118,http://steamcommunity.com/profiles/76561198044023118,1 person found this review funny,"Posted June 30, 2015.",,72900,1 of 9 people (11%) found this review helpful,True,1
76561198044023118,http://steamcommunity.com/profiles/76561198044023118,3 people found this review funny,"Posted January 16, 2015.",,55345,7 of 56 people (13%) found this review helpful,False,1
76561198044023118,http://steamcommunity.com/profiles/76561198044023118,2 people found this review funny,Posted April 25.,,433850,No ratings yet,False,1
76561198091448711,http://steamcommunity.com/profiles/76561198091448711,1 person found this review funny,"Posted March 20, 2015.",,304930,No ratings yet,True,2
Sacobite,http://steamcommunity.com/id/Sacobite,2 people found this review funny,"Posted January 10, 2015.",,40100,No ratings yet,True,1
dezdezdezdez,http://steamcommunity.com/id/dezdezdezdez,1 person found this review funny,Posted March 24.,,570,1 of 1 people (100%) found this review helpful,True,0
sadmexican,http://steamcommunity.com/id/sadmexican,1 person found this review funny,"Posted June 12, 2015.",,242860,1 of 1 people (100%) found this review helpful,True,1
76561198066299320,http://steamcommunity.com/profiles/76561198066299320,21 people found this review funny,"Posted August 20, 2015.",,375950,18 of 26 people (69%) found this review helpful,True,0
76561198066299320,http://steamcommunity.com/profiles/76561198066299320,1 person found this review funny,"Posted September 17, 2015.",,242880,5 of 8 people (63%) found this review helpful,True,1
76561198066299320,http://steamcommunity.com/profiles/76561198066299320,1 person found this review funny,"Posted May 9, 2015.",,730,No ratings yet,True,1
76561198034028284,http://steamcommunity.com/profiles/76561198034028284,2 people found this review funny,Posted June 1.,,271590,2 of 5 people (40%) found this review helpful,False,1
saewa,http://steamcommunity.com/id/saewa,2 people found this review funny,"Posted May 2, 2015.",,329430,5 of 22 people (23%) found this review helpful,True,1
JoshPlaysYT,http://steamcommunity.com/id/JoshPlaysYT,2 people found this review funny,"Posted December 9, 2015.",,252490,4 of 7 people (57%) found this review helpful,False,0
76561198069668522,http://steamcommunity.com/profiles/76561198069668522,1 person found this review funny,"Posted September 16, 2013.",Last edited March 26.,240,15 of 36 people (42%) found this review helpful,False,1
76561198069668522,http://steamcommunity.com/profiles/76561198069668522,186 people found this review funny,"Posted April 28, 2015.","Last edited July 1, 2015.",6910,172 of 382 people (45%) found this review helpful,False,1
678rtv45,http://steamcommunity.com/id/678rtv45,3 people found this review funny,"Posted March 1, 2015.","Last edited March 1, 2015.",730,3 of 3 people (100%) found this review helpful,True,1
678rtv45,http://steamcommunity.com/id/678rtv45,1 person found this review funny,"Posted July 26, 2015.",,383750,1 of 2 people (50%) found this review helpful,True,0
678rtv45,http://steamcommunity.com/id/678rtv45,1 person found this review funny,"Posted November 4, 2015.",,213670,1 of 3 people (33%) found this review helpful,True,1
SaintLombax,http://steamcommunity.com/id/SaintLombax,1 person found this review funny,Posted August 19.,,226459,2 of 3 people (67%) found this review helpful,True,2
76561198101743006,http://steamcommunity.com/profiles/76561198101743006,1 person found this review funny,Posted September 5.,,393980,0 of 1 people (0%) found this review helpful,True,0
76561198101743006,http://steamcommunity.com/profiles/76561198101743006,4 people found this review funny,"Posted July 10, 2015.",,360760,3 of 9 people (33%) found this review helpful,True,1
76561198101743006,http://steamcommunity.com/profiles/76561198101743006,2 people found this review funny,Posted September 2.,,424280,1 of 13 people (8%) found this review helpful,False,1
1457184935981,http://steamcommunity.com/id/1457184935981,25 people found this review funny,"Posted November 3, 2015.",,213210,30 of 34 people (88%) found this review helpful,True,1
76561198053671421,http://steamcommunity.com/profiles/76561198053671421,1 person found this review funny,Posted July 17.,,251570,1 of 7 people (14%) found this review helpful,False,1
76561198042294034,http://steamcommunity.com/profiles/76561198042294034,1 person found this review funny,Posted January 6.,Last edited January 6.,730,3 of 3 people (100%) found this review helpful,True,0
Salus,http://steamcommunity.com/id/Salus,1 person found this review funny,"Posted December 24, 2015.",,252490,1 of 1 people (100%) found this review helpful,True,1
76561198050513580,http://steamcommunity.com/profiles/76561198050513580,9 people found this review funny,Posted August 22.,,262060,4 of 15 people (27%) found this review helpful,True,0
Samsamkill4fun,http://steamcommunity.com/id/Samsamkill4fun,5 people found this review funny,Posted May 2.,,219830,10 of 17 people (59%) found this review helpful,True,0
Faceman_,http://steamcommunity.com/id/Faceman_,1 person found this review funny,"Posted June 5, 2015.",,8930,2 of 2 people (100%) found this review helpful,True,1
sandmeng,http://steamcommunity.com/id/sandmeng,3 people found this review funny,"Posted March 1, 2015.",,730,2 of 4 people (50%) found this review helpful,True,1
sandmeng,http://steamcommunity.com/id/sandmeng,1 person found this review funny,"Posted December 26, 2014.",,63380,0 of 1 people (0%) found this review helpful,True,1
sandmeng,http://steamcommunity.com/id/sandmeng,1 person found this review funny,"Posted July 31, 2015.",,319510,1 of 4 people (25%) found this review helpful,True,1
